file,id,note,English,Arabic
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionTextParagraph1,Instructions for finding saved routes paragraph 1,Clew stores all the saved routes within your Saved Routes List. Tap the Saved Routes Button on the Home Screen when you want to navigate a previously saved route. Scroll through the list and tap on the route name.,
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionTextParagraph2,Instructions for finding saved routes paragraph 2,"Select the direction of travel that you wish to navigate. You'll be able to navigate the route from either 'Start-to-End' or in the reverse direction, from 'End-to-Start'. Please be aware of the direction of travel that you wish to navigate.",
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionTextParagraph3,Instructions for finding saved routes paragraph 3,"Next, find and realign yourself to the corresponding Anchor Point. Finally, wait for the countdown to complete and the navigation will begin.",
Clew/localizations/en.lproj/Localizable.strings,fixedTrackingAnnouncement,Let user know that the ARKit tracking session has returned to its normal quality (this is played after the tracking has been restored from thir being insuficent visual features or excessive motion which degrade the tracking),Tracking performance normal.,Rendimiento del seguimiento normal.
Clew/localizations/en.lproj/Localizable.strings,followingARouteAuditoryBeepsContent,This is a paragraph in the following a route section of the help documentation which describes the menaing of audityory meps during navigation.,"Assuming you have enabled sound feedback in the app settings and your iphone doesn't have system sounds muted, the phone will make a beeping sound when it is facing in the correct direction of travel for the route. It is important to keep in mind that this feedback is relative to the direction of the phone, rather than your body. When you achieve a milestone in the route (we call these anchor points), you will hear a different sound effect.","Suponiendo que has habilitado la retroalimentación de sonido en los ajustes de la aplicación y que tu iPhone no tiene silenciado el sonido del sistema, el teléfono emitirá un sonido de pitido cuando esté orientado en la dirección correcta de navegación por la ruta. Es importante tener en cuenta que esta retroalimentación es relativa a la dirección del teléfono, no a la de tu cuerpo. Cuando pases por cada uno de los puntos clave de la ruta (los llamados puntos de anclaje) escucharás un efecto de sonido diferente."
Clew/localizations/en.lproj/Localizable.strings,followingARouteAuditoryBeepsHeader,This is a header inside the following a route section of the help documentation,Auditory beeps,Bips auditivos
Clew/localizations/en.lproj/Localizable.strings,followingARouteContent,This is a paragraph which is in the following a route section of the help documentation.,"Once you activate the start navigation feature, the app will provide you with instructions to navigate back to your starting location. The app provides feedback in the following formats.","Una vez que actives la función de navegación, la aplicación te proporcionará instrucciones para navegar de vuelta a tu posición inicial. La app proporciona retroalimentación en los siguientes formatos."
Clew/localizations/en.lproj/Localizable.strings,followingARouteCorrectOffsetAutomaticallyContentParagraph1,this is paragraph 1 in the following a route section of the help documentation which describes the functionality of the correct for phone / body offset feature.,"By default, Clew provides guidance in reference to the direction your phone is facing.  If you have difficulty perceiving your phone's direction, the guidance the app provides may be confusing.  If this is an issue for you, you can enable automatic correction of phone / body offset below.","De forma predeterminada, Clew te guía a lo largo de una ruta utilizando la dirección hacia la que está orientado el teléfono. Debido a esto, si estás caminando hacia adelante pero tu móvil no está apuntando en línea recta, la orientación que proporciona la aplicación puede ser errónea. Si consideras que esto es un problema, puedes habilitar la configuración &quot;Corregir el desplazamiento del teléfono / cuerpo&quot;. Cuando este ajuste está activo, Clew utilizará períodos en los que te mueves para determinar si tu móvil no está apuntando en línea recta (en tu misma dirección). Si la aplicación determina que tu teléfono no está apuntando en la dirección adecuada, ajustará el guiado de manera que sea relativo a la dirección en la que tu cuerpo está orientado en lugar de en la que está orientado tu móvil"
Clew/localizations/en.lproj/Localizable.strings,followingARouteCorrectOffsetAutomaticallyContentParagraph2,this is paragraph 2 in the following a route section of the help documentation which describes the functionality of the correct for phone / body offset feature.,"If you enable this setting, you should scan for the next waypoint by rotating your body while holding your phone fixed (e.g., against braced against your chest).","Cuando utilices la función &quot;Corregir el desplazamiento del teléfono / cuerpo&quot; lo mejor es apoyar el móvil contra el pecho y girar el cuerpo para encontrar la dirección correcta a seguir (a medida que giras el cuerpo, el teléfono debe permanecer apoyado en el pecho y girar contigo). Ten en cuenta que si caminas hacia atrás o hacia los lados, la aplicación determinará incorrectamente la relación entre el móvil y tu cuerpo. Si esto sucede, puedes desactivar la función o caminar hacia adelante unos pasos para restablecer las estimaciones de la aplicación"
Clew/localizations/en.lproj/Localizable.strings,followingARouteCorrectOffsetAutomaticallyHeader,This is a header inside the following a route section of the help documentation,Automatic Correction of Phone / Body Offset,Corrección automática de la compensación del teléfono / cuerpo
Clew/localizations/en.lproj/Localizable.strings,followingARouteHapticFeedbackContent,this is a paragraph in the following a route section of the help documentation which describes the meaning of haptic feedback that the user recieves during navigation.,"Assuming you have enabled haptic feedback in the app settings and you have an iPhone that supports haptics (iPhone 7 or later should work), the phone will provide haptic vibration when it is facing in the correct direction of travel for the route. It is important to keep in mind that this feedback is relative to the direction of the phone, rather than your body. When you achieve a milestone in the route (we call these anchor points), you will feel a stronger haptic vibration.","Suponiendo que hayas activado la retroalimentación háptica en los ajustes de la aplicación y que tengas un iPhone compatible con esta tecnología (el iPhone 7 o posterior debería funcionar), el teléfono proporcionará una vibración háptica cuando esté orientado en la dirección correcta de navegación por la ruta. Es importante tener en cuenta que esta retroalimentación es relativa a la dirección del teléfono, no a la de tu cuerpo. Cuando pases por cada uno de los puntos clave de la ruta (los llamados puntos de anclaje) sentirás una vibración háptica más fuerte."
Clew/localizations/en.lproj/Localizable.strings,followingARouteHapticFeedbackHeader,This is a header inside the following a route section of the help documentation,Haptic feedback,Retroalimentación háptica
Clew/localizations/en.lproj/Localizable.strings,followingARouteHeader,This is a header for the following a route section of the help documentation.,Following a route,Seguir una ruta
Clew/localizations/en.lproj/Localizable.strings,followingARouteSpeechFeedbackContent,this is a paragraph in the following a route section of the help documentation which describes the meaning of auditory speech feedback during navigation.,"Assuming you have enabled speech feedback in the app settings and voice over is on, the phone will provide you with voice directions whenever you encounter an anchor point on your route, start a route, or complete a route. If you want to hear voice directions again, you can use the &quot;Get Directions&quot; button.","Suponiendo que hayas habilitado la retroalimentación de voz en los ajustes de la aplicación y que la voz esté activada, el teléfono te proporcionará indicaciones verbales cada vez que pases por un punto de anclaje o inicies/ completes una ruta. Si quieres volver a escuchar las instrucciones de voz, puedes usar el botón &quot;Obtener indicaciones&quot;."
Clew/localizations/en.lproj/Localizable.strings,followingARouteSpeechFeedbackHeader,This is a header inside the following a route section of the help documentation,Speech feedback,Retroalimentación por voz
Clew/localizations/en.lproj/Localizable.strings,forYourSafetyPop-UpContent,Disclaimer shown to the user when they open the app for the first time,"While using the app, please be aware of your surroundings. You agree that your use of the App is at your own risk, and it is solely your responsibility to maintain your personal safety. Visit www.clewapp.org for more information on how to use the app.","Al utilizar esta aplicación, por favor, ten en cuenta tu entorno. Al emplearla aceptas que su uso es bajo tu propio riesgo, y que es de tu exclusiva responsabilidad mantener tu seguridad personal. Visita www.clewapp.org para obtener más información sobre cómo utilizar esta aplicación."
Clew/localizations/en.lproj/Localizable.strings,forYourSafetyPop-UpHeading,The heading of a pop-up telling the user to be aware of their surroundings while using clew,For your safety,Por tu seguridad
Clew/localizations/en.lproj/Localizable.strings,getDirectionsButtonAccessibilityLabel,This is the accessibility label for the get directions button,Get Directions,Obtener indicaciones
Clew/localizations/en.lproj/Localizable.strings,gettingBackToTheCorrectPathTutorialInstructionTextParagraph1,Text that explains getting back to the correct path paragraph 1,"A distinct tone will play whenever you are off the correct path. This may also happen if your phone is not facing in the direction of the path. If you find yourself off the path, you should stop, try turning around until you hear the 'ticking' sounds that indicate that you're on the correct direction of the path.",
Clew/localizations/en.lproj/Localizable.strings,gettingBackToTheCorrectPathTutorialInstructionTextParagraph2,Text that explains getting back to the correct path paragraph 2,Press the 'Get Directions' button to receive audio directions on how to get back on the route. This is especially helpful if you've become disoriented or off the correct path.,
Clew/localizations/en.lproj/Localizable.strings,gettingBackToTheCorrectPathTutorialTitleText,Title for the getting back to the path part of the tutorial,Getting Back to the Correct Path,
Clew/localizations/en.lproj/Localizable.strings,goodServiceButtonAccessibilityLabel,,Good,Bueno
Clew/localizations/en.lproj/Localizable.strings,helpButtonAccessibilityLabel,This is the accessibility label for the help button,Help,Ayuda
Clew/localizations/en.lproj/Localizable.strings,homeAlertConfirmNavigationButton,This text appears on a button in an alert notifying the user that if they navigate to the home page they will stop their curent process. This text appears on the button which signifies that the user wants to continue to the home screen,Go to the Home Page,Ir a la página de inicio de Clew
Clew/localizations/en.lproj/Localizable.strings,homeAlertContent,this is the content of an alert which tells the user that if they continue with going to the home page the current process will be stopped.,"If you exit this process right now, your active route information will be lost.","Si sales ahora de este proceso, se perderá la información de la ruta activa."
Clew/localizations/en.lproj/Localizable.strings,homeAlertTitle,GoHomeAlert,Are you sure?,¿Estás seguro?
Clew/localizations/en.lproj/Localizable.strings,homeButtonAccessibilityLabel,This is the accessibility label for the home button,Clew Home Screen,Pantalla de inicio de Clew
Clew/localizations/en.lproj/Localizable.strings,howWellDoesClewWorkContentParagraph1,This is a paragraph in the How well does Clew work? section of the help documentation. This paragraph describes how the app actually works,"Clew relies on the position tracking technology provided by Apple's ARKit. These motion estimates are based on tracking elements in the environment visually (using your phone's camera) and on motion estimates from inertial sensors in your phone. While this technology is advanced, it does not work perfectly. You should expect that over very long routes, particular ones with limited visual features or poor lighting, that the accuracy of the tracking (and hence the app's guidance) will decrease. We have found that Clew works best when you navigate routes along the same direction as they were originally recorded (&quot;Start to End &quot; rather than &quot;End to Start &quot; navigation mode).","Clew se basa en la tecnología de seguimiento de posición proporcionada por el ARKit de Apple. Estas estimaciones de movimiento se basan en el seguimiento visual de los elementos del entorno (utilizando la cámara del teléfono) y en estimaciones de movimiento de los sensores inerciales del móvil. Aunque esta tecnología es avanzada, no funciona perfectamente. Es de esperar que a lo largo de rutas muy largas, en particular aquellas con características visuales limitadas o con poca iluminación, la precisión del seguimiento (y por lo tanto el guiado de la aplicación) disminuya. Hemos descubierto que Clew funciona mejor cuando se navega por rutas en la misma dirección en la que fueron grabadas originalmente (&quot;Del inicio al final&quot; en lugar de &quot;Del final al inicio&quot;)."
Clew/localizations/en.lproj/Localizable.strings,howWellDoesClewWorkContentParagraph2,This is a paragraph in the How well does Clew work section of the help documentation. This paragraph describes how users should use CLew to supplement their orientation and mobility skills rather than using the app as a replacement for their traditional. orientation and mobility skills,"Given the limitations of Clew, you should always use your orientation and mobility skills to ensure your personal safety when using Clew. We are working on additional strategies for improving the accuracy of Clew.","Dadas las limitaciones de Clew, siempre debes utilizar tus habilidades de orientación y movilidad para garantizar tu seguridad personal al usar esta aplicación. Estamos trabajando en estrategias adicionales para mejorar la precisión de Clew."
Clew/localizations/en.lproj/Localizable.strings,howWellDoesClewWorkHeader,This is a section heading in the help documentation menu,How well does Clew work?,¿Qué tal funciona Clew?
Clew/localizations/en.lproj/Localizable.strings,imperialUnitText,this is the text which is displayed in the settings to show the user the option of imperial measurements, feet, pies
Clew/localizations/en.lproj/Localizable.strings,insuficientFeaturesDegradedTrackingAnnouncemnt,An announcement which lets the user know  that their current surroundings do not have enough visual markers and thus the app's ability to track a route has been lowered.,"Insufficient visual features.
Tracking performance is degraded.","Características visuales insuficientes.
El rendimiento del seguimiento se ve afectado."
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph1,Text for intro to Clew's role Page Paragraph 1,"Clew is not a substitute for your orientation and mobility skills. It is not a replacement for your white cane, guide dog or primary mobility aid. Clew is intended to work as an additional aid or to complement and enhance your orientation and navigation skills.",
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph2,Text for intro to Clew's role Page Paragraph 2,Please be aware of your surroundings while using the app. It is your responsibility to maintain your personal safety at all times while using Clew.,
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph3,Text for intro to Clew's role Page Paragraph 3,"If you are new to Clew, we recommend that you first use the app in an indoor setting that is safe and familiar to you.",
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph4,Text for intro to Clew's role Page Paragraph 4,You acknowledge and agree that your use of the app is at your own risk.,
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTitle,Title for intro to Clew's role Page,Important Safety Info - Clew's Intended Role,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTextParagraph1,Text for intro to Using Clew Page Paragraph 1,"Clew helps you find your way around indoors spaces by recording your route when you're going from one place to another. For example, from a lobby area to a room. By recording your route, Clew then helps you navigate your way back to where you started. Clew can help you learn a new environment, so you can confidently navigate it in the future.",
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTextParagraph2,Text for intro to Using Clew Page Paragraph 2,Clew is best used indoors. The app doesn't rely on your phone's GPS. This means that Clew is limited in outdoors spaces and for routes over long distances.,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTitle,Title for intro to Using Clew Page,Using Clew,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTutorialText,Text for intro to Using Clew Tutorial Page,This tutorial will help you learn the skills needed to use Clew. Each module focuses on a particular skill set and feature of the app. Some of the modules include interactive practice exercises. We recommend that you first use the app in an indoor setting that is safe and familiar to you.,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTutorialTitle,Title for intro to Using Clew Tutorial Page,Using This Tutorial,
Clew/localizations/en.lproj/Localizable.strings,leftDirection,Direction to the user to make an approximately 90 degree left turn.,Turn left,Gira a la izquierda
Clew/localizations/en.lproj/Localizable.strings,metricUnitText,this is the text which is displayed in the settings to show the user the option of metric measurements, meters, metros
Clew/localizations/en.lproj/Localizable.strings,moduleCompleted,played as the accessibility hint in the tutorial to indicate that the current module has been completed,Module Completed,
Clew/localizations/en.lproj/Localizable.strings,moduleNotCompleted,played as the accessibility hint in the tutorial to indicate that the current module has not been completed,Module Not Completed,
Clew/localizations/en.lproj/Localizable.strings,movingOnCorrectPathInstructionTextParagraph1,Text that explains how to move on the correfct path paragraph 1,"Whenever you begin navigating a route, you will hear a distinct 'ticking' sound. Clew plays the ticking sound whenever you are correctly aligned to the route. It will play through the entire time until you complete the route, pause or stop navigation.",
Clew/localizations/en.lproj/Localizable.strings,movingOnCorrectPathInstructionTextParagraph2,Text that explains how to move on the correfct path paragraph 2,Sighted users will see a colored line showing the correct path on the screen. The path color can be changed in the settings.,
Clew/localizations/en.lproj/Localizable.strings,movingOnCorrectPathTitleText,Title for the moving on the correfct path,Moving Along the Correct Path,
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteAnchorPointToRecordingRouteAnnouncement,This is the announcement which is spoken after the first anchor point of a multiple use route is saved. this signifies the completeion of the saving an anchor point procedure and the start of recording a route to be saved.,Anchor point saved. You are now recording a route.,Punto de anclaje guardado. Ahora estás grabando la ruta.
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteAnchorPointToSaveARouteAnnouncement,This is an announcement which is spoken when the user saves the end anchor point for a multiple use route. This signifies the transition from saving an anchor point to the screen where the user can name and save their route,Anchor point saved. You may now name your route.,Punto de anclaje guardado. Ahora puedes etiquetar la ruta.
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteEndAnchorPointText,Information on how to record an anchor point when used recording the ending anchor point of a multiple use route.,"To allow your route to be navigated in the reverse direction you need to record an anchor point for the end of your route. An anchor point records the position and alignment of your device so the app can reload your route from a saved file. As a result the accuracy of your saved route navigation relies entirely on how accurately you can realign and position your phone with your saved anchor point at a later point. We suggest using the text and voice note buttons to record a text note and/or a voice recording which can help you realign your device to the anchor point you recorded at a later time.
To create an anchor point, hold your device flat with the screen facing up. Press the top (short) edge flush against a flat vertical surface (such as a wall) the ”align” button starts a %lu-second countdown. The countdown is intended to give you time to position your device; the anchor point will be saved at the end of the countdown.","Para permitir la navegación en la dirección inversa, debes registrar un punto de anclaje que señale el final de la ruta. Un punto de anclaje registra la posición y la alineación de tu dispositivo para que la aplicación pueda recargar tu ruta desde un archivo guardado. La precisión de la navegación por la ruta guardada depende totalmente de la precisión con la que puedas realinear y posicionar el teléfono con el punto de anclaje guardado. Te sugerimos que utilices los botones de texto y de nota de voz para grabar una nota de texto y/o una grabación de voz que pueda ayudarte a realinear tu dispositivo con el punto de anclaje que grabes.
Para crear un punto de anclaje, mantén tu dispositivo plano con la pantalla hacia arriba, presionando el borde superior (el corto) a ras con una superficie vertical plana (como una pared). Tras ello, inicia una cuenta atrás de %lu-segundo con el botón ”Alinear”. La cuenta atrás tiene por objetivo darte tiempo para posicionar tu dispositivo. El punto de anclaje se guardará al final de la cuenta atrás."
Clew/localizations/en.lproj/Localizable.strings,multipleUseRoutePlayPauseViewText,Information displayed to the user on the play pause screen after they have just recorded a multiple use route. This describes the functionality of the play and pause buttons.,"In order to immediately navigate back along the path you recorded, press the play button and follow the instructions provided. If you'd like to navigate the route later, you can return to the home screen and load the route you've just saved when you're ready to navigate along it.","Para navegar inmediatamente hacia atrás por la ruta que has grabado, pulsa el botón de reproducción y sigue las instrucciones proporcionadas. Si deseas navegar por la ruta más tarde, puedes volver a la pantalla de inicio de Clew y cargar la ruta que acabas de guardar cuando quieras recorrerla."
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteStartAnchorPointText,Information on how to record an anchor point when used recording the starting anchor point of a multiple use route.,"To allow your route to be navigated at a later point you need to record an anchor point for the start of your route. An anchor point records the position and alignment of your device so the app can reload your route from a saved file. As a result the accuracy of your saved route navigation relies entirely on how accurately you can realign and position your phone with your saved anchor point at a later point. We suggest using the text and voice note buttons to record a text note and/or a voice recording which can help you realign your device to the anchor point you recorded at a later time.
To create an anchor point, hold your device flat with the screen facing up. Press the top (short) edge flush against a flat vertical surface (such as a wall) the ”align” button starts a %lu-second countdown. The countdown is intended to give you time to position your device; the anchor point will be saved at the end of the countdown.","Para poder navegar por la ruta en un momento posterior, debes registrar un punto de anclaje que señale el inicio de la ruta. Un punto de anclaje registra la posición y la alineación de tu dispositivo para que la aplicación pueda recargar tu ruta desde un archivo guardado. La precisión de la navegación por la ruta guardada depende totalmente de la precisión con la que puedas realinear y posicionar el teléfono con el punto de anclaje guardado. Te sugerimos que utilices los botones de texto y de nota de voz para grabar una nota de texto y/o una grabación de voz que pueda ayudarte a realinear tu dispositivo con el punto de anclaje que grabes.
Para crear un punto de anclaje, mantén tu dispositivo plano con la pantalla hacia arriba, presionando el borde superior (el corto) a ras con una superficie vertical plana (como una pared). Tras ello, inicia una cuenta atrás de %lu-segundo con el botón ”Alinear”. La cuenta atrás tiene por objetivo darte tiempo para posicionar tu dispositivo. El punto de anclaje se guardará al final de la cuenta atrás."
Clew/localizations/en.lproj/Localizable.strings,nameSavedRouteLabel,Message displayed to the user when saving a route by name.,Type your route name below,Escribe a continuación el nombre de la ruta
Clew/localizations/en.lproj/Localizable.strings,nameSavedRouteTextField,Message displayed to the user when typing to save a route by name.,Enter route name here,Introduce aquí el nombre de la ruta
Clew/localizations/en.lproj/Localizable.strings,namingYourRouteTutorialText,Instructions for naming your route,"Once you've recorded the route and set your end anchor point, Clew will prompt you to name your route. We recommend using a name that best describes the route and that you'll remember at a later time.",
Clew/localizations/en.lproj/Localizable.strings,namingYourRouteTutorialTitle,Title for the naming your route part of the tutorial,Naming your Route,
Clew/localizations/en.lproj/Localizable.strings,offThePathAnnouncement,this announcemet is delivered if the user is off the path for 10 seconds or more.,"If you are having trouble following the route, press the ""get directions"" button.",
Clew/localizations/en.lproj/Localizable.strings,optionsButtonAccessibilityLabel,This is the accessibility label for the home button,Options,Opciónes
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialButtonText,"Text for the tutorial screem for phone position
   Title for the setting options part of the tutorial",Holding Your Phone for Best Results,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialInstructionTextParagraph1,Text that explains how to orient the phone for the best experience using Clew Paragraph 1,"Clew uses your phone's camera and inertial sensors to track your position as you move around the environment and when you navigate a route. Holding your phone in the correct pose or orientation is essential in order for the app to work correctly. You should hold your phone in the portrait orientation (vertically), with the rear camera facing forward.",
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialInstructionTextParagraph2,Text that explains how to orient the phone for the best experience using Clew Paragraph 2,"It is important to maintain the phone in the vertical pose, with the rear camera facing forward (pointed away from your body) whenever you are navigating or saving a route. Maintaining the phone in this pose helps reduce errors from the app.",
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialInstructionTextParagraph3,Text that explains how to orient the phone for the best experience using Clew Paragraph 3,The following exercise will help you practice holding your phone in the correct pose for Clew. Tap the Practice button to begin.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeButton,,Practicing the Correct Phone Pose,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeInstructionsParagraph1,Instructions for practicing holding phone activity paragraph 1,Now you can practice holding your phone in the correct pose for using Clew. Remember that the rear camera should face forward or away from you.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeInstructionsParagraph2,Instructions for practicing holding phone activity paragraph 2,Begin the exercise by moving your phone from a horizontal pose to a more vertical pose. Your phone will buzz and make a distinct tone the further you are off from the correct pose. You'll then hear a success chime when you achieve the correct vertical pose. Try moving your phone in and out of the correct pose a couple of times to hear the difference.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeInstructionsParagraph3,Instructions for practicing holding phone activity paragraph 3,Now it's your turn. Tap the Start button to begin.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeStart,start orient phone practice,Start,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeStop,stop orient phone practice,Stop,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeSuccess,Text when user has completed the phone position practice,Nice Job! You now know how to hold the phone in the correct pose. You can keep practicing or go to the next section.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeTitle,Title for holding phone practice,Practicing the Correct Phone Pose,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialTip1,Tip for holding phone against chest,Try holding your phone against your chest when you're navigating a route to ensure it remains in the correct vertical pose with the camera facing directly in front of you.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialTip2,Tip for using Clew with cane or guide dog,We also recommend that you hold the phone in the opposite hand that you use to work with your white cane or guide dog.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialTipsTitle,Tips for holding phone title,Tips,
Clew/localizations/en.lproj/Localizable.strings,pauseButtonAccessibilityLabel,Pause,Pause session,Pausar sesión
Clew/localizations/en.lproj/Localizable.strings,pausingNavigationTutorialText,Instruction for how to pause navigation,You can pause Clew if you want to initiate the return navigation at a later time. Pausing Clew will require you to set an 'anchor point'. The anchor point stores important orientation and directional information and is needed to realign you to the correct path. The following module will teach you how to use anchor points.,
Clew/localizations/en.lproj/Localizable.strings,pausingNavigationTutorialTitle,Title for the pause navigation section of the tutorial,Pausing Navigation,
Clew/localizations/en.lproj/Localizable.strings,physicalAlignmentTutorialTextParagraph1,Text of the physical alignment part of the tutorial paragraph 1,"Physical alignment sets the anchor point using the phone's inertial sensors. This method requires you to hold the phone in the horizontal or flat pose with the screen facing up, and press the top (short edge) of the phone against a vertical edge, like against a wall, a doorframe or a table.",
Clew/localizations/en.lproj/Localizable.strings,physicalAlignmentTutorialTextParagraph2,Text of the physical alignment part of the tutorial paragraph 2,Press the align button and wait for the countdown. The anchor point will be saved at the end of the countdown.,
Clew/localizations/en.lproj/Localizable.strings,physicalAlignmentTutorialTitle,Title of the physical alignment part of the tutorial,Physical Alignment,
Clew/localizations/en.lproj/Localizable.strings,playVoiceNoteButtonAccessibilityLabel,This is the accessibility label for the button which allows the user to replay their recorded voice note when loading an anchor point.,Play recorded voice note,Reproducir nota de voz grabada
Clew/localizations/en.lproj/Localizable.strings,practiceTutorialTitle,"button for practicing a skill in the tutorial
   Text for practice button
   Text for the begin button of the first following route practice.
   Text for the begin practice for the second following route practice.",Practice,
Clew/localizations/en.lproj/Localizable.strings,properDevicePositioningAnnouncement,This is an announcement which plays to tell the user the best practices for aligning the phone,Hold vertically with the rear camera facing forward.,Sujeta el dispositivo verticalmente con la cámara trasera mirando hacia adelante.
Clew/localizations/en.lproj/Localizable.strings,providingFeedbackToTheDevelopmentTeamContent,This is a paragraph which describes how to send feedback to the development team,Please send all feedback to the development team through the feedback popover in the Clew app. The feedback popover is accessible by tapping the feedback button in the app. We take your feedback seriously and will do our best to act on it.,"Por favor, envíanos comentarios al equipo de desarrollo a través de la ventana emergente que hay para tal efecto. Se puede acceder a esta ventana desde el botón Enviar comentarios en la aplicación. Nos tomamos muy en serio tu opinión y haremos todo lo posible para actuar en consecuencia."
Clew/localizations/en.lproj/Localizable.strings,providingFeedbackToTheDevelopmentTeamHeader,this is a section in the help documentation menu,Providing feedback to the development team,Envía comentarios al equipo de desarrollo
Clew/localizations/en.lproj/Localizable.strings,ratingYourNavigationExperienceContent,This is a paragraph in the rating your navigation experiennce section of the help menu.,"Once you are done navigating, assuming you have enabled the &quot;Send Logs&quot; setting, the app will ask you to rate your service. These ratings help us improve the app experience and the app's accuracy. Along with your rating, your phone's path will be sent in the log. Please note that this data is not linked to you in any way and it does not contain any information about the location where the path was recorded (e.g., no GPS coordinates are logged). Further, no images or other sensitive information are logged by the app. If you have any concerns about the data in the logs, please contact us (or simply switch off the &quot;Send Logs&quot; feature in the app settings).","Una vez que hayas terminado de navegar, asumiendo que has habilitado la función para &quot;Enviar registros de usuario&quot;, la aplicación te pedirá que valores el servicio. Estas calificaciones nos ayudan a mejorar la experiencia de la aplicación y su precisión. Junto con tu puntuación, la ruta de tu teléfono se enviará en el registro. Ten en cuenta que estos datos no están vinculados a ti de ninguna manera y no contienen ninguna información sobre la ubicación donde se grabó la ruta (por ejemplo, no se envían coordenadas GPS). Además, la aplicación no registra ninguna imagen u otra información sensible. Si tienes alguna duda sobre los datos que se envían, ponte en contacto con nosotros (o simplemente desactiva esta función de &quot;Enviar registros de usuario&quot; en los ajustes de la aplicación)."
Clew/localizations/en.lproj/Localizable.strings,ratingYourNavigationExperienceHeader,This is a section header in the help documentation menu,Rating your navigation experience,Evaluar tu experiencia de navegación
Clew/localizations/en.lproj/Localizable.strings,ratingYourServiceViewText,Rating service view,Navigation complete. Please rate the quality of your navigation experience.,"Navegación completada. Por favor, evalúa la calidad de tu experiencia de navegación."
Clew/localizations/en.lproj/Localizable.strings,realignToSavedRouteAnnouncement,Other,Successfully matched current environment to saved route.,Se ha adaptado con éxito el entorno actual a la ruta guardada.
Clew/localizations/en.lproj/Localizable.strings,recordSingleUseRouteButtonAccessibilityLabel,A button that allows the user to navigate a route one time.,Record a single use route,Grabar una ruta de un solo uso
Clew/localizations/en.lproj/Localizable.strings,recordSpatialVoiceNoteAccessibilityLabel,This is the accessibility label for the button which allows the user to save a voice note to their current location in space.,Record a voice note anchored to your current location,Grabar una nota de voz vinculada a tu ubicación actual
