file,id,note,English,Arabic
Clew/localizations/en.lproj/Localizable.strings,findingAnAnchorPointTutorialTextParagraph3,Text of the finding your anchor point part of the tutorial paragraph 3,Finding the saved anchor point from the visual alignment simply requires you to hold the phone in the vertical pose and realign the camera to the same location that was used to set the original anchor point.,
Clew/localizations/en.lproj/Localizable.strings,findingAnAnchorPointTutorialTitle,Title of the finding your anchor point part of the tutorial,Finding an Anchor Point,
Clew/localizations/en.lproj/Localizable.strings,findingSavedAnchorPointTextParagraph1,Find anchor point page instructions paragraph 1,"This exercise will have you practice finding and realigning yourself to a saved anchor point. After some time, try returning to the same location of your anchor point. Next realign your phone to the same position.",
Clew/localizations/en.lproj/Localizable.strings,findingSavedAnchorPointTextParagraph2,Find anchor point page instructions paragraph 2,"Hold your phone in the same horizontal or flat pose, pressing it against the same edge that was used to set the anchor point.",
Clew/localizations/en.lproj/Localizable.strings,findingSavedAnchorPointTextParagraph3,Find anchor point page instructions paragraph 3,Press the Find Anchor Point button. Wait for the countdown to complete. The app will provide feedback about how closely aligned you were to the saved anchor point.,
Clew/localizations/en.lproj/Localizable.strings,findingSavedAnchorPointTitle,Find anchor point page title,Finding the Saved Anchor Point,
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialButtonText,"""voiceNotesTutorialInstructionText"" = ""When recording a saved route, there is a button on the right that allows you to record a voice note. A voice note is a note you can leave yourself, that will play when you go to use the save route that you are recording. It can be any information that is helpful to you, such as noting where a landmark like a doorway or front desk is as you pass, or instructions for your future self. Later when you go to use a save route the voice notes will appear as speaker icons on your path at the point they were recorded. As you pass the note will play."";",Finding Saved Routes,
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionText,,"Once you save a route, it can be found in your Saved Routes List. You can enter the list from the third button on the home screen. From the list click the route that you want to follow, line your phone up with your anchor point and follow the route.",
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionTextParagraph1,Instructions for finding saved routes paragraph 1,Clew stores all the saved routes within your Saved Routes List. Tap the Saved Routes Button on the Home Screen when you want to navigate a previously saved route. Scroll through the list and tap on the route name.,
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionTextParagraph2,Instructions for finding saved routes paragraph 2,"Select the direction of travel that you wish to navigate. You'll be able to navigate the route from either 'Start-to-End' or in the reverse direction, from 'End-to-Start'. Please be aware of the direction of travel that you wish to navigate.",
Clew/localizations/en.lproj/Localizable.strings,findingSavedRoutesTutorialInstructionTextParagraph3,Instructions for finding saved routes paragraph 3,"Next, find and realign yourself to the corresponding Anchor Point. Finally, wait for the countdown to complete and the navigation will begin.",
Clew/localizations/en.lproj/Localizable.strings,fixedTrackingAnnouncement,Let user know that the ARKit tracking session has returned to its normal quality (this is played after the tracking has been restored from thir being insuficent visual features or excessive motion which degrade the tracking),Tracking performance normal.,تتبع الأداء عادي
Clew/localizations/en.lproj/Localizable.strings,followingARouteAuditoryBeepsContent,This is a paragraph in the following a route section of the help documentation which describes the menaing of audityory meps during navigation.,"Assuming you have enabled sound feedback in the app settings and your iphone doesn't have system sounds muted, the phone will make a beeping sound when it is facing in the correct direction of travel for the route. It is important to keep in mind that this feedback is relative to the direction of the phone, rather than your body. When you achieve a milestone in the route (we call these anchor points), you will hear a different sound effect.","على فرض بأنك قمت بتفعيل وصف الأصوات من إعدادات التطبيق وكان الآيفون الخاص بك غير مكتوماً، فعند التنقل عبر الطريق سيصدر الهاتف صفارات صوتية عندما يكون موجها بالاتجاه الصحيح.
من المهم الأخذ بعين الاعتبار بأن هذه العلامات مرتبطة بالهاتف بدلا من جسمك.
وعند قطع مسافة من الطريق (نسمي هذا بالنقاط الثابتة)،
ستستمع لمجموعة من المؤثرات الصوتية المختلفة."
Clew/localizations/en.lproj/Localizable.strings,followingARouteAuditoryBeepsHeader,This is a header inside the following a route section of the help documentation,Auditory beeps,الصافِرات السمعية
Clew/localizations/en.lproj/Localizable.strings,followingARouteContent,This is a paragraph which is in the following a route section of the help documentation.,"Once you activate the start navigation feature, the app will provide you with instructions to navigate back to your starting location. The app provides feedback in the following formats.","عند القيام بتفعيل ميزة بدء التنقل، سيزودك التطبيق بإرشادات تمكنك من العودة مجددا إلى نقطة البداية.
وسيزودك التطبيق بصيغ الإرشادات التالية:"
Clew/localizations/en.lproj/Localizable.strings,followingARouteCorrectOffsetAutomaticallyContentParagraph1,this is paragraph 1 in the following a route section of the help documentation which describes the functionality of the correct for phone / body offset feature.,"By default, Clew provides guidance in reference to the direction your phone is facing.  If you have difficulty perceiving your phone's direction, the guidance the app provides may be confusing.  If this is an issue for you, you can enable automatic correction of phone / body offset below.","يساعدك Clew على التنقل عبر الطريق ويستخدم افتراضياً الاتجاه الخاص بهاتفك.
ولِهذا، إذا كنت تسير بشكل مستقيم ولم يكن هاتفك موجهاً إلى الأمام، فمن الممكن أن تكون الاتجاهات التي يزودك بها التطبيق خاطئة.
إذا وجدت هذا الأمر صعبا، فيمكنك تفعيل إعداد التصحيح التلقائي لإزاحة الهاتف / الجسم.
وعندما يكون هذا الخيار مفعلا، سيستخدم التطبيق بعضا من العلامات أثناء تنقلك ليتأكد من أن هاتفك غير موجه إلى الأمام مباشرةً.
(في نفس الجهة التي تتوجه نحوها)
إذا لاحظ التطبيق بأن الكاميرا الخلفية لهاتفك لم تكن موجهة للأمام مباشرة، سيقوم التطبيق بتعديل اتجاهاته تلقائيا، بحيث يعتمد التطبيق على جسمك بدلا من اتجاه الهاتف."
Clew/localizations/en.lproj/Localizable.strings,followingARouteCorrectOffsetAutomaticallyContentParagraph2,this is paragraph 2 in the following a route section of the help documentation which describes the functionality of the correct for phone / body offset feature.,"If you enable this setting, you should scan for the next waypoint by rotating your body while holding your phone fixed (e.g., against braced against your chest).","عند استخدامك لخيار التصحيح التلقائي لإزاحة الهاتف / الجسم، فمن الأفضل لك وضع الهاتف مقابل القفص الصدري، ثم قم بالدوران بجسمك للعثور على الاتجاه الصحيح الذي يجب اتباعه
(فعند الدوران بجسمك، يجب أن يبقى الهاتف مقابل القفص الصدري ملتفا معك حيثما تذهب.)
لاحظ بأن المشي الخلفي والجانبي يؤثر بشكل سلبي على التطبيق وذلك بفصل الارتباط بين الهاتف وجسمك.
إذا حدث ذلك، فيمكنك تعطيل هذا الخيار، أو القيام بالمشي للأمام لعدة خطوات وذلك لإعادة حسابات التطبيق."
Clew/localizations/en.lproj/Localizable.strings,followingARouteCorrectOffsetAutomaticallyHeader,This is a header inside the following a route section of the help documentation,Automatic Correction of Phone / Body Offset,التصحيح التلقائي لإزاحة الهاتف / الجسم
Clew/localizations/en.lproj/Localizable.strings,followingARouteHapticFeedbackContent,this is a paragraph in the following a route section of the help documentation which describes the meaning of haptic feedback that the user recieves during navigation.,"Assuming you have enabled haptic feedback in the app settings and you have an iPhone that supports haptics (iPhone 7 or later should work), the phone will provide haptic vibration when it is facing in the correct direction of travel for the route. It is important to keep in mind that this feedback is relative to the direction of the phone, rather than your body. When you achieve a milestone in the route (we call these anchor points), you will feel a stronger haptic vibration.","على فرض بأنك قمت بتفعيل اهتزازات الحس اللمسي من إعدادات التطبيق وكان الآيفون الخاص بك يدعم اهتزازات الحس اللمسي، (آيفون 7 أو أعلى)، عند التنقل عبر الطريق، سيصدر الهاتف اهتزازات لمسية عندما يكون موجها بالاتجاه الصحيح.
من المهم الأخذ بعين الاعتبار بأن هذه العلامات مرتبطة بالهاتف بدلا من جسمك.
وعند قطع مسافة من الطريق (نسمي هذا بالنقاط الثابتة).
ستشعر أيضا باهتزازات لمسية أقوى.

"
Clew/localizations/en.lproj/Localizable.strings,followingARouteHapticFeedbackHeader,This is a header inside the following a route section of the help documentation,Haptic feedback,اهتزازات الحس اللمسي
Clew/localizations/en.lproj/Localizable.strings,followingARouteHeader,This is a header for the following a route section of the help documentation.,Following a route,متابعة الطريق
Clew/localizations/en.lproj/Localizable.strings,followingARouteSpeechFeedbackContent,this is a paragraph in the following a route section of the help documentation which describes the meaning of auditory speech feedback during navigation.,"Assuming you have enabled speech feedback in the app settings and voice over is on, the phone will provide you with voice directions whenever you encounter an anchor point on your route, start a route, or complete a route. If you want to hear voice directions again, you can use the &quot;Get Directions&quot; button.","على فرض بأنك قمت بتفعيل الإرشادات الصوتية من إعدادات التطبيق وكان ال Voiceover مشغلاً، سيعطيك الهاتف إرشادات صوتية عند مصادفة نقاط ثابتة في طريقك, بدء الطريق, تابع الطريق.
إذا رغبت بالاستماع إلى الإرشادات الصوتية مجددا، فيمكنك استخدام زر الحصول على الاتجاهات،"
Clew/localizations/en.lproj/Localizable.strings,followingARouteSpeechFeedbackHeader,This is a header inside the following a route section of the help documentation,Speech feedback,إرشادات الكلام
Clew/localizations/en.lproj/Localizable.strings,forYourSafetyPop-UpContent,Disclaimer shown to the user when they open the app for the first time,"While using the app, please be aware of your surroundings. You agree that your use of the App is at your own risk, and it is solely your responsibility to maintain your personal safety. Visit www.clewapp.org for more information on how to use the app.","عند استخدامك للتطبيق، الرجاء أخذ الحيطة والانتباه لمحيطك.
باستخدامك للتطبيق أنت تقر وتوافق على أن استخدامك للتطبيق يقع ضمن مسؤوليتك الخاصة فقط، فأنت وحدك المسؤول   عن حماية سلامتك الشخصية.
الرجاء التفضل بزيارة www.clewapp.org للمزيد من المعلومات حول كيفية استخدام التطبيق."
Clew/localizations/en.lproj/Localizable.strings,forYourSafetyPop-UpHeading,The heading of a pop-up telling the user to be aware of their surroundings while using clew,For your safety,من أجل سلامتك
Clew/localizations/en.lproj/Localizable.strings,getDirectionsButtonAccessibilityLabel,This is the accessibility label for the get directions button,Get Directions,الحصول على الاتجاهات
Clew/localizations/en.lproj/Localizable.strings,gettingBackToTheCorrectPathTutorialInstructionTextParagraph1,Text that explains getting back to the correct path paragraph 1,"A distinct tone will play whenever you are off the correct path. This may also happen if your phone is not facing in the direction of the path. If you find yourself off the path, you should stop, try turning around until you hear the 'ticking' sounds that indicate that you're on the correct direction of the path.",
Clew/localizations/en.lproj/Localizable.strings,gettingBackToTheCorrectPathTutorialInstructionTextParagraph2,Text that explains getting back to the correct path paragraph 2,Press the 'Get Directions' button to receive audio directions on how to get back on the route. This is especially helpful if you've become disoriented or off the correct path.,
Clew/localizations/en.lproj/Localizable.strings,gettingBackToTheCorrectPathTutorialTitleText,Title for the getting back to the path part of the tutorial,Getting Back to the Correct Path,
Clew/localizations/en.lproj/Localizable.strings,goodServiceButtonAccessibilityLabel,,Good,جيد
Clew/localizations/en.lproj/Localizable.strings,helpButtonAccessibilityLabel,This is the accessibility label for the help button,Help,المساعدة
Clew/localizations/en.lproj/Localizable.strings,homeAlertConfirmNavigationButton,This text appears on a button in an alert notifying the user that if they navigate to the home page they will stop their curent process. This text appears on the button which signifies that the user wants to continue to the home screen,Go to the Home Page,أِذهب إلى الصفحة الرئيسية
Clew/localizations/en.lproj/Localizable.strings,homeAlertContent,this is the content of an alert which tells the user that if they continue with going to the home page the current process will be stopped.,"If you exit this process right now, your active route information will be lost.",إذا خرجت الآن من هذه العملية ، ستفقد معلومات الطريق الحالي.
Clew/localizations/en.lproj/Localizable.strings,homeAlertTitle,GoHomeAlert,Are you sure?,هل أنت متأكد؟
Clew/localizations/en.lproj/Localizable.strings,homeButtonAccessibilityLabel,This is the accessibility label for the home button,Clew Home Screen,الصفحة الرئيسية
Clew/localizations/en.lproj/Localizable.strings,howWellDoesClewWorkContentParagraph1,This is a paragraph in the How well does Clew work? section of the help documentation. This paragraph describes how the app actually works,"Clew relies on the position tracking technology provided by Apple's ARKit. These motion estimates are based on tracking elements in the environment visually (using your phone's camera) and on motion estimates from inertial sensors in your phone. While this technology is advanced, it does not work perfectly. You should expect that over very long routes, particular ones with limited visual features or poor lighting, that the accuracy of the tracking (and hence the app's guidance) will decrease. We have found that Clew works best when you navigate routes along the same direction as they were originally recorded (&quot;Start to End &quot; rather than &quot;End to Start &quot; navigation mode).","يعتمد Clew أثناء التنقل على تكنولوجيا الواقع المعزز المقدمة من آبل.
ويعتمد تقدير الحركة على الرؤية في المكان (وذلك باستخدام كاميرا الهاتف) ويعتمد التطبيق أيضا على المستشعرات الخاصة بالهاتف.
فبالرغم من أن هذه التكنولوجيا متقدما جدا، فهي لا تعمل بشكل احترافي.
توقع دائما أثناء تنقلك في الطرق الطويلة انخفاضا في دقة اتجاهات وإرشادات التطبيق وخاصة في الطرق التي تحتوي على رؤية معدومة، أو أضواء خافتة.
قد لحظنا بأن Clew يعمل بشكل جيد عند التنقل في الطرق باستخدام نفس الاتجاهات المسجلة مسبقا، فينصح باستخدام وضع التنقل (من البداية للنهاية، بدلا من النهاية للبداية."
Clew/localizations/en.lproj/Localizable.strings,howWellDoesClewWorkContentParagraph2,This is a paragraph in the How well does Clew work section of the help documentation. This paragraph describes how users should use CLew to supplement their orientation and mobility skills rather than using the app as a replacement for their traditional. orientation and mobility skills,"Given the limitations of Clew, you should always use your orientation and mobility skills to ensure your personal safety when using Clew. We are working on additional strategies for improving the accuracy of Clew.","عند استخدامك للتطبيق، لا تقم بالاعتماد دائما على Clew, ويجب عليك دائما استخدام مهاراتك الحركية، وتكييف نفسك دائما مع الظروف المحيطة بك للحفاظ على سلامتك الخاصة.
نحن نعمل على خلق استراتيجيات إضافية لتحسين دقة Clew."
Clew/localizations/en.lproj/Localizable.strings,howWellDoesClewWorkHeader,This is a section heading in the help documentation menu,How well does Clew work?,كيف يعمل Clew?
Clew/localizations/en.lproj/Localizable.strings,imperialUnitText,this is the text which is displayed in the settings to show the user the option of imperial measurements, feet,أقدام
Clew/localizations/en.lproj/Localizable.strings,insuficientFeaturesDegradedTrackingAnnouncemnt,An announcement which lets the user know  that their current surroundings do not have enough visual markers and thus the app's ability to track a route has been lowered.,"Insufficient visual features.
Tracking performance is degraded.","ميزات الرؤية معدومة.
تتبع الأداء منخفض."
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph1,Text for intro to Clew's role Page Paragraph 1,"Clew is not a substitute for your orientation and mobility skills. It is not a replacement for your white cane, guide dog or primary mobility aid. Clew is intended to work as an additional aid or to complement and enhance your orientation and navigation skills.",
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph2,Text for intro to Clew's role Page Paragraph 2,Please be aware of your surroundings while using the app. It is your responsibility to maintain your personal safety at all times while using Clew.,
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph3,Text for intro to Clew's role Page Paragraph 3,"If you are new to Clew, we recommend that you first use the app in an indoor setting that is safe and familiar to you.",
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTextParagraph4,Text for intro to Clew's role Page Paragraph 4,You acknowledge and agree that your use of the app is at your own risk.,
Clew/localizations/en.lproj/Localizable.strings,introClewsRoleTutorialTitle,Title for intro to Clew's role Page,Important Safety Info - Clew's Intended Role,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTextParagraph1,Text for intro to Using Clew Page Paragraph 1,"Clew helps you find your way around indoors spaces by recording your route when you're going from one place to another. For example, from a lobby area to a room. By recording your route, Clew then helps you navigate your way back to where you started. Clew can help you learn a new environment, so you can confidently navigate it in the future.",
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTextParagraph2,Text for intro to Using Clew Page Paragraph 2,Clew is best used indoors. The app doesn't rely on your phone's GPS. This means that Clew is limited in outdoors spaces and for routes over long distances.,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTitle,Title for intro to Using Clew Page,Using Clew,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTutorialText,Text for intro to Using Clew Tutorial Page,This tutorial will help you learn the skills needed to use Clew. Each module focuses on a particular skill set and feature of the app. Some of the modules include interactive practice exercises. We recommend that you first use the app in an indoor setting that is safe and familiar to you.,
Clew/localizations/en.lproj/Localizable.strings,introUsingClewTutorialTitle,Title for intro to Using Clew Tutorial Page,Using This Tutorial,
Clew/localizations/en.lproj/Localizable.strings,leftDirection,Direction to the user to make an approximately 90 degree left turn.,Turn left,اِنعَطِف يساراً
Clew/localizations/en.lproj/Localizable.strings,metricUnitText,this is the text which is displayed in the settings to show the user the option of metric measurements, meters,أمتار
Clew/localizations/en.lproj/Localizable.strings,moduleCompleted,played as the accessibility hint in the tutorial to indicate that the current module has been completed,Module Completed,
Clew/localizations/en.lproj/Localizable.strings,moduleNotCompleted,played as the accessibility hint in the tutorial to indicate that the current module has not been completed,Module Not Completed,
Clew/localizations/en.lproj/Localizable.strings,movingOnCorrectPathInstructionTextParagraph1,Text that explains how to move on the correfct path paragraph 1,"Whenever you begin navigating a route, you will hear a distinct 'ticking' sound. Clew plays the ticking sound whenever you are correctly aligned to the route. It will play through the entire time until you complete the route, pause or stop navigation.",
Clew/localizations/en.lproj/Localizable.strings,movingOnCorrectPathInstructionTextParagraph2,Text that explains how to move on the correfct path paragraph 2,Sighted users will see a colored line showing the correct path on the screen. The path color can be changed in the settings.,
Clew/localizations/en.lproj/Localizable.strings,movingOnCorrectPathTitleText,Title for the moving on the correfct path,Moving Along the Correct Path,
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteAnchorPointToRecordingRouteAnnouncement,This is the announcement which is spoken after the first anchor point of a multiple use route is saved. this signifies the completeion of the saving an anchor point procedure and the start of recording a route to be saved.,Anchor point saved. You are now recording a route.,تم حفظ النقطة الثابتة. أنت الآن تقوم بتسجيل الطريق.
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteAnchorPointToSaveARouteAnnouncement,This is an announcement which is spoken when the user saves the end anchor point for a multiple use route. This signifies the transition from saving an anchor point to the screen where the user can name and save their route,Anchor point saved. You may now name your route.,تم حفظ النقطة الثابتة. يمكنك الآن تسمية الطريق الخاص بك.
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteEndAnchorPointText,Information on how to record an anchor point when used recording the ending anchor point of a multiple use route.,"To allow your route to be navigated in the reverse direction you need to record an anchor point for the end of your route. An anchor point records the position and alignment of your device so the app can reload your route from a saved file. As a result the accuracy of your saved route navigation relies entirely on how accurately you can realign and position your phone with your saved anchor point at a later point. We suggest using the text and voice note buttons to record a text note and/or a voice recording which can help you realign your device to the anchor point you recorded at a later time.
To create an anchor point, hold your device flat with the screen facing up. Press the top (short) edge flush against a flat vertical surface (such as a wall) the ”align” button starts a %lu-second countdown. The countdown is intended to give you time to position your device; the anchor point will be saved at the end of the countdown.","ولكي تتمكن من استخدام الطريق بشكل عكسي، يجب عليك تسجيل نقطة ثابتة في نهاية الطريق. 
تسجل النقطة الثابتة موقع واتجاه الهاتف الخاص بك، فيمكن للتطبيق إعادة تحميل الطريق عن طريق الملف المحفوظ.
ونتيجة لذلك، تعتمد دقة الطريق المحفوظ على مدى قدرتك على المحاذاة ومطابقة الهاتف مع النقطة الثابتة التي تم تسجيلها.
ننصحك باستخدام زري النص والملحوظة الصوتية لكتابة ملحوظة أو تسجيلها لمساعدتك على محاذاة الهاتف مع نفس النقطة التي قمت بتسجيلها.
وللقيام بتسجيل نقطة ثابتة: يجب عليك وضع هاتفك بشكل ثابت، ثم وجه الشاشة لأعلى واضغط على الجزء العلوي (الزاوية القصيرة من الهاتف) وسيبدأ العد التنازلي.
ويهدف العد التنازلي لمنحك الوقت لإجراء التعديلات النهائية على اتجاه جهازك. وسيتم حفظ النقطة الثابتة عندما ينتهي العد التنازلي."
Clew/localizations/en.lproj/Localizable.strings,multipleUseRoutePlayPauseViewText,Information displayed to the user on the play pause screen after they have just recorded a multiple use route. This describes the functionality of the play and pause buttons.,"In order to immediately navigate back along the path you recorded, press the play button and follow the instructions provided. If you'd like to navigate the route later, you can return to the home screen and load the route you've just saved when you're ready to navigate along it.","ولكي تتمكن من العودة إلى الطريق الذي قمت بتسجيله، اضغط على زر التشغيل، ثم اتبع الإرشادات المقدمة لك.
إذا رغبت في العودة لاحقا، فيمكنك الرجوع إلى الصفحة الرئيسية ثم قم بتحميل الطريق الذي قمت بحفظه للتو عند رغبتك في العودة له مجددا."
Clew/localizations/en.lproj/Localizable.strings,multipleUseRouteStartAnchorPointText,Information on how to record an anchor point when used recording the starting anchor point of a multiple use route.,"To allow your route to be navigated at a later point you need to record an anchor point for the start of your route. An anchor point records the position and alignment of your device so the app can reload your route from a saved file. As a result the accuracy of your saved route navigation relies entirely on how accurately you can realign and position your phone with your saved anchor point at a later point. We suggest using the text and voice note buttons to record a text note and/or a voice recording which can help you realign your device to the anchor point you recorded at a later time.
To create an anchor point, hold your device flat with the screen facing up. Press the top (short) edge flush against a flat vertical surface (such as a wall) the ”align” button starts a %lu-second countdown. The countdown is intended to give you time to position your device; the anchor point will be saved at the end of the countdown.","لكي تتمكن من استخدام الطريق في وقت لاحق، يجب عليك تسجيل نقطة ثابتة في بداية الطريق. 
تسجل النقطة الثابتة موقع واتجاه الهاتف الخاص بك، فيمكن للتطبيق إعادة تحميل الطريق عن طريق الملف المحفوظ.
ونتيجة لذلك، تعتمد دقة الطريق المحفوظ على مدى قدرتك على المحاذاة ومطابقة الهاتف مع النقطة الثابتة التي تم تسجيلها.
ننصحك باستخدام زري النص والملحوظة الصوتية لكتابة ملحوظة أو تسجيلها لمساعدتك على محاذاة الهاتف مع نفس النقطة التي قمت بتسجيلها.
وللقيام بتسجيل نقطة ثابتة: يجب عليك وضع هاتفك بشكل ثابت، ثم وجه الشاشة لأعلى واضغط على الجزء العلوي (الزاوية القصيرة من الهاتف) وسيبدأ العد التنازلي.
ويهدف العد التنازلي لمنحك الوقت لإجراء التعديلات النهائية على اتجاه جهازك. وسيتم حفظ النقطة الثابتة عندما ينتهي العد التنازلي."
Clew/localizations/en.lproj/Localizable.strings,nameSavedRouteLabel,Message displayed to the user when saving a route by name.,Type your route name below,اكتب اسم الطريق الخاص بك أدناه
Clew/localizations/en.lproj/Localizable.strings,nameSavedRouteTextField,Message displayed to the user when typing to save a route by name.,Enter route name here,اكتب اسم الطريق
Clew/localizations/en.lproj/Localizable.strings,namingYourRouteTutorialText,Instructions for naming your route,"Once you've recorded the route and set your end anchor point, Clew will prompt you to name your route. We recommend using a name that best describes the route and that you'll remember at a later time.",
Clew/localizations/en.lproj/Localizable.strings,namingYourRouteTutorialTitle,Title for the naming your route part of the tutorial,Naming your Route,
Clew/localizations/en.lproj/Localizable.strings,offThePathAnnouncement,this announcemet is delivered if the user is off the path for 10 seconds or more.,"If you are having trouble following the route, press the ""get directions"" button.",
Clew/localizations/en.lproj/Localizable.strings,optionsButtonAccessibilityLabel,This is the accessibility label for the home button,Options,الخيارات
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialButtonText,"Text for the tutorial screem for phone position
   Title for the setting options part of the tutorial",Holding Your Phone for Best Results,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialInstructionTextParagraph1,Text that explains how to orient the phone for the best experience using Clew Paragraph 1,"Clew uses your phone's camera and inertial sensors to track your position as you move around the environment and when you navigate a route. Holding your phone in the correct pose or orientation is essential in order for the app to work correctly. You should hold your phone in the portrait orientation (vertically), with the rear camera facing forward.",
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialInstructionTextParagraph2,Text that explains how to orient the phone for the best experience using Clew Paragraph 2,"It is important to maintain the phone in the vertical pose, with the rear camera facing forward (pointed away from your body) whenever you are navigating or saving a route. Maintaining the phone in this pose helps reduce errors from the app.",
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialInstructionTextParagraph3,Text that explains how to orient the phone for the best experience using Clew Paragraph 3,The following exercise will help you practice holding your phone in the correct pose for Clew. Tap the Practice button to begin.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeButton,,Practicing the Correct Phone Pose,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeInstructionsParagraph1,Instructions for practicing holding phone activity paragraph 1,Now you can practice holding your phone in the correct pose for using Clew. Remember that the rear camera should face forward or away from you.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeInstructionsParagraph2,Instructions for practicing holding phone activity paragraph 2,Begin the exercise by moving your phone from a horizontal pose to a more vertical pose. Your phone will buzz and make a distinct tone the further you are off from the correct pose. You'll then hear a success chime when you achieve the correct vertical pose. Try moving your phone in and out of the correct pose a couple of times to hear the difference.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeInstructionsParagraph3,Instructions for practicing holding phone activity paragraph 3,Now it's your turn. Tap the Start button to begin.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeStart,start orient phone practice,Start,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeStop,stop orient phone practice,Stop,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeSuccess,Text when user has completed the phone position practice,Nice Job! You now know how to hold the phone in the correct pose. You can keep practicing or go to the next section.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialPracticeTitle,Title for holding phone practice,Practicing the Correct Phone Pose,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialTip1,Tip for holding phone against chest,Try holding your phone against your chest when you're navigating a route to ensure it remains in the correct vertical pose with the camera facing directly in front of you.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialTip2,Tip for using Clew with cane or guide dog,We also recommend that you hold the phone in the opposite hand that you use to work with your white cane or guide dog.,
Clew/localizations/en.lproj/Localizable.strings,orientPhoneTutorialTipsTitle,Tips for holding phone title,Tips,
Clew/localizations/en.lproj/Localizable.strings,pauseButtonAccessibilityLabel,Pause,Pause session,إيقاف مؤقت
Clew/localizations/en.lproj/Localizable.strings,pausingNavigationTutorialText,Instruction for how to pause navigation,You can pause Clew if you want to initiate the return navigation at a later time. Pausing Clew will require you to set an 'anchor point'. The anchor point stores important orientation and directional information and is needed to realign you to the correct path. The following module will teach you how to use anchor points.,
Clew/localizations/en.lproj/Localizable.strings,pausingNavigationTutorialTitle,Title for the pause navigation section of the tutorial,Pausing Navigation,
Clew/localizations/en.lproj/Localizable.strings,physicalAlignmentTutorialTextParagraph1,Text of the physical alignment part of the tutorial paragraph 1,"Physical alignment sets the anchor point using the phone's inertial sensors. This method requires you to hold the phone in the horizontal or flat pose with the screen facing up, and press the top (short edge) of the phone against a vertical edge, like against a wall, a doorframe or a table.",
Clew/localizations/en.lproj/Localizable.strings,physicalAlignmentTutorialTextParagraph2,Text of the physical alignment part of the tutorial paragraph 2,Press the align button and wait for the countdown. The anchor point will be saved at the end of the countdown.,
Clew/localizations/en.lproj/Localizable.strings,physicalAlignmentTutorialTitle,Title of the physical alignment part of the tutorial,Physical Alignment,
Clew/localizations/en.lproj/Localizable.strings,playVoiceNoteButtonAccessibilityLabel,This is the accessibility label for the button which allows the user to replay their recorded voice note when loading an anchor point.,Play recorded voice note,تشغيل الملاحظة الصوتية المسجلة
Clew/localizations/en.lproj/Localizable.strings,practiceTutorialTitle,"button for practicing a skill in the tutorial
   Text for practice button
   Text for the begin button of the first following route practice.
   Text for the begin practice for the second following route practice.",Practice,
Clew/localizations/en.lproj/Localizable.strings,properDevicePositioningAnnouncement,This is an announcement which plays to tell the user the best practices for aligning the phone,Hold vertically with the rear camera facing forward.,أمسك الهاتف عموديًا مع توجيه الكاميرا الخلفية إلى الأمام.
